Gene,A11.C636,A11,E9,HAP1.C597,KBM7
AGRP,0.02,0.03,0.03,0.01,0.01
AGT,0.00,0.00,0.00,0.00,0.00
AGTPBP1,0.20,0.14,0.14,0.20,0.28
AGTR1,0.00,0.00,0.00,0.00,0.00
AGTRAP,1.91,1.97,1.92,1.61,0.01
AGXT2,0.00,0.00,0.00,0.00,0.00
AHCTF1,1.51,1.20,1.17,1.45,0.98
AHCY,20.61,20.44,20.89,21.48,14.63
AHCYL1,6.63,6.03,5.13,6.07,5.48
AHCYL2,0.27,0.22,0.19,0.26,0.28
AHDC1,0.14,0.15,0.16,0.15,0.24
AHI1,0.11,0.11,0.11,0.11,0.21
AHNAK,1.80,1.43,1.56,2.01,1.55
AHNAK2,0.02,0.04,0.05,0.02,0.07
AHR,0.23,0.24,0.18,0.21,1.16
AHRR,0.84,0.72,0.72,0.78,1.13
AHSA1,28.38,27.25,27.76,29.51,13.17
AHSA2,4.04,4.65,4.86,3.54,9.47
AHSG,0.02,0.01,0.01,0.03,0.00
AIDA,1.08,0.74,0.66,1.00,0.39
AIF1,0.10,0.00,0.00,0.00,44.21
AIF1L,2.22,1.79,1.83,1.88,0.36
AIFM1,6.67,5.81,5.17,6.59,4.43
AIFM2,1.71,1.73,2.05,1.68,0.62
AIFM3,0.06,0.06,0.09,0.08,0.45
AIG1,0.07,0.05,0.06,0.06,0.02
AIM1,0.05,0.04,0.05,0.05,0.06
AIM1L,0.06,0.05,0.07,0.05,0.01
AIM2,0.00,0.00,0.00,0.00,0.00
AIMP1,2.79,2.11,2.16,2.68,2.69
AIMP2,6.61,5.97,6.87,6.57,2.25
AIP,4.24,5.20,5.16,4.15,6.94
AIPL1,0.00,0.00,0.00,0.00,0.00
AIRE,0.00,0.00,0.00,0.00,0.00
AJAP1,0.00,0.00,0.00,0.00,0.00
AJUBA,2.37,2.05,3.97,2.08,1.20
AK1,0.23,0.48,0.74,0.22,1.27
AK2,4.04,3.82,4.53,4.43,3.63
AK3,2.52,2.08,1.56,2.52,2.07
AK4,0.55,0.35,0.20,0.69,0.38
AK5,0.00,0.00,0.00,0.00,0.00
AK7,0.11,0.08,0.06,0.10,0.03
AK8,0.01,0.01,0.01,0.01,0.01
AK9,0.05,0.06,0.04,0.05,0.07
AKAP1,3.61,3.92,3.15,3.53,1.93
AKAP10,0.54,0.39,0.39,0.50,0.41
AKAP11,1.47,1.09,1.08,1.45,1.11
AKAP12,2.38,1.86,1.93,2.63,0.07
AKAP13,0.06,0.06,0.05,0.12,0.11
AKAP14,0.00,0.00,0.00,0.00,0.00
AKAP17A,2.20,2.48,2.71,2.12,2.91
AKAP2,0.43,0.38,0.28,0.39,0.78
AKAP3,0.12,0.08,0.09,0.12,0.04
AKAP5,1.24,0.88,0.76,1.36,0.59
AKAP6,0.01,0.01,0.01,0.01,0.02
AKAP7,0.04,0.03,0.03,0.04,0.07
AKAP8,2.24,2.64,2.73,2.16,1.87
AKAP8L,2.06,2.65,2.86,2.07,2.09
AKAP9,0.34,0.31,0.29,0.32,0.39
AKIP1,1.85,1.63,1.80,1.80,2.12
AKIRIN1,7.58,6.07,6.47,7.73,3.27
AKIRIN2,1.38,1.15,1.59,1.40,1.82
AKNA,0.32,0.34,0.47,0.26,1.58
AKNAD1,0.88,0.74,0.54,0.86,0.59
AKR1A1,4.35,3.71,3.71,4.22,6.13
AKR1B1,8.98,6.65,7.55,8.31,6.08
AKR1B10,0.00,0.00,0.00,0.00,0.00
AKR1B15,0.00,0.00,0.00,0.00,0.00
AKR1C1,0.04,0.01,0.08,0.03,0.00
AKR1C2,0.00,0.01,0.03,0.02,0.00
AKR1C3,0.01,0.01,0.07,0.02,0.08
AKR1C4,0.00,0.00,0.01,0.00,0.01
AKR1D1,0.00,0.00,0.01,0.00,0.00
AKR1E2,0.00,0.00,0.00,0.01,0.00
AKR7A2,6.36,6.00,5.56,6.23,4.57
AKR7A3,0.29,0.35,0.37,0.32,0.19
AKR7L,0.32,0.33,0.32,0.30,0.20
AKT1,8.82,9.86,9.11,7.92,4.28
AKT1S1,8.04,11.31,10.53,8.40,1.96
AKT2,2.29,3.01,3.11,2.46,1.52
AKT3,0.16,0.16,0.09,0.18,0.01
AKTIP,1.54,1.03,0.97,1.46,0.66
AL009178.1,0.00,0.00,0.01,0.00,0.00
AL020996.1,0.33,0.48,0.42,0.31,0.26
AL031663.2,0.04,0.07,0.07,0.03,0.05
AL031666.2,0.03,0.05,0.03,0.02,0.01
AL033381.1,0.00,0.00,0.00,0.00,0.00
AL049747.1,0.00,0.00,0.00,0.00,0.00
AL049840.1,1.92,3.23,2.39,1.63,1.35
AL078585.1,0.00,0.00,0.00,0.00,0.00
AL079342.1,0.11,0.07,0.06,0.07,0.00
AL132989.1,0.15,0.11,0.13,0.16,0.11
AL133373.1,0.06,0.04,0.06,0.04,0.00
AL136115.1,0.02,0.08,0.08,0.05,0.15
AL136531.1,0.06,0.05,0.04,0.09,0.03
AL138847.1,0.00,0.01,0.01,0.00,0.02
AL139099.1,4.52,5.78,6.01,4.69,1.77
AL139147.1,0.01,0.00,0.00,0.00,0.00
AL161915.1,0.29,0.42,0.41,0.43,0.76
AL162407.1,3.60,3.18,3.25,3.43,2.94
AL163636.6,0.42,0.32,0.20,0.36,0.18
AL353354.2,103.45,87.35,73.09,103.70,73.92
AL354808.2,0.03,0.03,0.02,0.00,0.03
AL354898.1,0.00,0.00,0.00,0.00,0.00
AL356356.1,0.17,0.14,0.14,0.13,0.31
AL357673.1,4.69,6.30,5.12,5.16,4.67
AL359091.2,0.01,0.04,0.05,0.03,0.01
AL359195.1,0.00,0.00,0.00,0.00,0.00
AL359878.1,0.14,0.15,0.20,0.14,0.08
AL391152.1,6.48,4.00,3.85,6.40,2.98
AL391421.1,0.03,0.08,0.09,0.09,0.01
AL441883.1,14.34,11.46,12.11,13.92,9.33
AL450307.1,0.00,0.00,0.01,0.00,0.00
AL583828.1,0.05,0.04,0.03,0.06,0.09
AL589765.1,0.01,0.01,0.01,0.00,0.00
AL590452.1,0.02,0.00,0.01,0.00,0.00
AL590822.1,0.00,0.02,0.02,0.00,0.02
AL590822.2,1.30,2.01,1.75,0.96,0.40
AL590867.1,0.55,0.89,0.91,0.56,0.68
AL591479.1,0.03,0.06,0.07,0.02,0.02
AL591684.1,0.00,0.00,0.00,0.00,0.00
AL592284.1,0.02,0.02,0.03,0.02,0.05
AL603965.1,0.00,0.00,0.00,0.00,0.00
AL626787.1,0.03,0.01,0.03,0.01,0.00
AL627171.2,0.77,0.57,0.58,0.83,0.78
AL627309.1,0.33,0.47,0.61,0.28,0.27
AL645728.1,0.79,0.98,0.99,0.77,0.32
ALAD,0.89,1.02,0.96,0.76,1.05
ALAS1,5.01,4.26,4.44,4.86,4.60
ALAS2,0.01,0.01,0.02,0.02,0.05
ALB,0.04,0.05,0.00,0.03,0.00
ALCAM,0.11,0.08,0.04,0.06,0.33
ALDH16A1,1.10,1.68,1.66,1.09,0.97
ALDH18A1,4.55,3.81,3.59,4.48,3.54
ALDH1A1,0.00,0.00,0.00,0.00,0.00
ALDH1A2,1.08,1.11,0.02,0.36,0.01
ALDH1A3,0.96,0.72,0.50,0.66,0.11
ALDH1B1,15.15,12.13,14.36,14.73,6.92
ALDH1L1,0.02,0.02,0.03,0.02,0.00
ALDH1L2,0.01,0.01,0.01,0.01,0.00
ALDH2,0.00,0.00,0.00,0.00,0.02
ALDH3A1,0.26,0.19,0.09,0.22,0.00
ALDH3A2,3.75,2.69,2.42,3.97,1.11
ALDH3B1,0.11,0.12,0.28,0.12,0.37
ALDH3B2,0.00,0.00,0.00,0.01,0.01
ALDH4A1,1.06,1.14,1.07,1.15,0.64
ALDH5A1,0.38,0.37,0.30,0.36,1.09
ALDH6A1,1.03,0.85,0.80,0.96,0.99
ALDH7A1,1.26,1.24,0.90,1.17,0.00
ALDH8A1,0.00,0.01,0.00,0.01,0.00
ALDH9A1,2.36,1.75,1.56,2.30,2.04
ALDOA,55.26,56.35,59.80,60.00,43.64
ALDOB,0.00,0.00,0.00,0.00,0.00
ALDOC,2.07,2.44,1.59,4.75,5.95
ALG1,3.20,3.46,3.38,2.89,2.26
ALG10,1.60,1.18,1.19,1.56,1.42
ALG10B,1.25,1.06,1.21,1.25,1.52
ALG11,1.35,0.98,0.95,1.35,1.25
ALG12,1.62,1.78,1.94,1.76,1.22
ALG13,0.97,0.93,0.93,0.94,0.99
ALG14,0.11,0.10,0.08,0.12,0.02
ALG1L,0.52,0.50,0.37,0.35,0.21
ALG2,8.20,5.81,5.12,7.47,6.14
ALG3,10.00,10.95,12.59,10.04,11.66
ALG5,0.82,0.54,0.50,0.74,0.88
ALG6,0.48,0.32,0.30,0.42,0.43
ALG8,1.68,1.33,1.50,1.76,1.70
ALG9,0.25,0.22,0.21,0.24,0.27
ALK,0.00,0.00,0.00,0.00,0.00
ALKBH1,0.83,0.65,0.68,0.81,0.48
ALKBH2,7.33,7.96,8.93,7.43,2.91
ALKBH3,0.58,0.54,0.53,0.52,0.55
ALKBH4,1.60,1.81,1.83,1.61,1.10
ALKBH5,3.74,3.58,3.37,3.69,1.93
ALKBH6,2.49,2.85,3.36,2.24,2.38
ALKBH7,3.06,2.72,3.51,2.85,3.43
ALKBH8,0.25,0.22,0.21,0.24,0.14
ALLC,0.00,0.00,0.00,0.00,0.00
ALMS1,0.30,0.27,0.26,0.28,0.18
ALOX12,0.46,0.59,0.45,0.40,0.74
ALOX12B,0.29,0.30,0.29,0.36,0.58
ALOX15,0.00,0.00,0.01,0.00,0.01
ALOX15B,0.01,0.01,0.01,0.00,0.01
ALOX5,0.02,0.02,0.02,0.02,0.07
ALOX5AP,0.00,0.00,0.00,0.00,0.00
ALOXE3,0.11,0.09,0.09,0.09,0.04
ALPK1,0.12,0.11,0.05,0.11,0.18
ALPK2,0.00,0.00,0.00,0.00,0.00
ALPK3,0.00,0.01,0.01,0.01,0.02
ALPL,6.63,5.54,11.75,4.97,0.04
ALPP,0.02,0.01,0.05,0.03,0.00
ALPPL2,0.09,0.05,0.15,0.10,0.00
ALS2,0.69,0.59,0.52,0.59,3.12
ALS2CL,0.28,0.25,0.46,0.31,0.95
ALS2CR11,0.00,0.00,0.00,0.00,0.00
ALS2CR12,0.00,0.01,0.01,0.01,0.03
ALX1,0.45,0.47,0.38,0.51,0.00
ALX3,0.54,0.69,0.59,0.56,0.31
ALX4,0.15,0.07,1.05,0.01,0.01
ALYREF,47.17,52.11,57.51,47.43,16.05
AMACR,0.37,0.35,0.30,0.37,0.40
AMBN,0.35,0.12,0.03,0.26,0.00
AMBP,0.00,0.00,0.01,0.00,0.00
AMBRA1,1.24,1.14,1.24,1.21,1.54
AMD1,12.77,8.47,7.14,12.14,5.09
AMDHD1,0.02,0.01,0.01,0.01,0.04
AMDHD2,2.23,3.20,2.46,2.11,1.31
AMELX,0.00,0.00,0.00,0.01,0.00
AMELY,0.00,0.00,0.00,0.00,0.00
AMER1,3.09,2.71,2.60,2.77,2.42
AMER2,0.07,0.05,0.02,0.07,0.00
AMFR,1.29,1.11,1.02,1.32,1.12
AMH,0.95,1.73,1.87,0.75,0.32
AMHR2,0.01,0.01,0.00,0.00,0.05
AMICA1,0.00,0.00,0.00,0.00,0.06
AMIGO1,2.50,2.78,2.64,3.18,2.44
AMIGO2,0.04,0.01,0.01,0.04,12.62
AMIGO3,1.58,2.28,2.61,1.67,1.04
AMMECR1,0.64,0.53,0.53,0.74,0.30
AMMECR1L,2.54,2.18,2.28,2.38,1.80
AMN,0.03,0.07,0.09,0.02,0.00
AMN1,0.11,0.08,0.06,0.11,0.14
AMOT,1.00,0.96,1.18,0.80,0.38
AMOTL1,0.78,0.71,0.62,0.67,1.00
AMOTL2,1.95,3.03,5.12,1.94,0.39
AMPD1,0.00,0.00,0.00,0.00,0.00
AMPD2,5.84,6.37,6.68,5.42,6.23
AMPD3,0.04,0.03,0.03,0.06,0.28
AMPH,0.00,0.00,0.00,0.00,0.01
AMT,0.37,0.52,0.65,0.34,1.91
AMY1A,0.01,0.01,0.01,0.00,0.09
AMY1B,0.00,0.00,0.00,0.00,0.02
AMY1C,0.00,0.00,0.00,0.00,0.01
AMY2A,0.00,0.01,0.01,0.01,0.07
AMY2B,0.09,0.05,0.06,0.06,0.39
AMZ1,0.01,0.00,0.01,0.01,0.01
AMZ2,6.87,6.54,7.74,6.50,2.94
ANAPC1,1.18,0.97,0.88,1.15,1.05
ANAPC10,0.13,0.10,0.09,0.12,0.09
ANAPC11,4.22,3.70,4.23,4.02,3.65
ANAPC13,7.78,5.64,5.49,7.54,4.44
ANAPC15,20.23,23.01,25.28,21.11,10.08
ANAPC16,2.96,2.29,2.29,2.95,3.80
ANAPC2,4.69,5.56,5.98,4.28,3.35
ANAPC4,1.21,0.91,0.88,1.00,1.04
ANAPC5,6.35,5.24,4.58,6.41,4.98
ANAPC7,3.05,2.55,2.55,3.21,2.02
ANG,0.34,0.28,0.19,0.34,0.14
ANGEL1,1.50,1.45,1.29,1.48,1.63
ANGEL2,2.09,1.72,1.66,2.09,1.15
ANGPT1,0.05,0.05,0.08,0.03,0.95
ANGPT2,0.01,0.01,0.01,0.01,0.73
ANGPT4,0.00,0.00,0.00,0.00,0.00
ANGPTL1,0.00,0.00,0.00,0.00,0.01
ANGPTL2,0.00,0.00,0.10,0.02,0.00
ANGPTL3,0.00,0.00,0.01,0.01,0.01
ANGPTL4,0.08,0.04,0.07,0.05,0.03
ANGPTL5,0.01,0.02,0.01,0.01,0.00
ANGPTL6,0.45,0.35,0.17,0.39,2.42
ANGPTL7,0.01,0.00,0.00,0.01,0.00
ANHX,0.00,0.00,0.00,0.00,0.00
ANK1,0.01,0.01,0.02,0.02,0.02
ANK2,0.26,0.23,0.19,0.29,0.09
ANK3,0.08,0.07,0.08,0.08,0.00
ANKAR,0.03,0.03,0.02,0.03,0.09
ANKDD1A,0.09,0.07,0.06,0.10,0.06
ANKDD1B,0.01,0.01,0.01,0.00,0.02
ANKEF1,0.30,0.23,0.33,0.12,0.02
ANKFN1,0.01,0.00,0.00,0.01,0.01
ANKFY1,1.30,1.23,1.18,1.27,0.66
ANKH,0.36,0.30,0.26,0.35,0.45
ANKHD1,1.43,1.33,1.14,1.34,1.38
ANKHD1-EIF4EBP3,1.43,1.33,1.14,1.34,1.38
ANKIB1,0.39,0.29,0.26,0.39,0.31
ANKK1,0.00,0.00,0.00,0.00,0.00
ANKLE1,7.43,8.66,9.98,7.07,7.81
ANKLE2,3.12,2.91,2.80,3.15,2.51
ANKMY1,0.21,0.30,0.34,0.19,0.26
ANKMY2,0.58,0.39,0.42,0.50,0.54
ANKRA2,0.70,0.57,0.65,0.69,1.55
ANKRD1,0.01,0.01,0.06,0.00,0.00
ANKRD10,1.87,2.00,1.98,1.78,2.85
ANKRD11,1.01,1.20,1.26,1.01,0.63
ANKRD12,0.28,0.21,0.17,0.27,0.34
ANKRD13A,1.67,1.46,1.40,1.67,2.87
ANKRD13B,1.69,2.24,2.32,1.62,0.94
ANKRD13C,0.42,0.35,0.29,0.39,0.24
ANKRD13D,1.75,2.30,2.35,1.74,2.37
ANKRD16,0.72,0.78,0.78,0.79,0.62
ANKRD17,1.20,1.16,1.06,1.24,1.11
ANKRD18A,0.66,0.66,0.79,0.66,0.06
ANKRD18B,0.30,0.22,0.26,0.31,0.31
ANKRD2,0.01,0.01,0.01,0.01,0.01
ANKRD20A1,0.04,0.03,0.03,0.04,0.05
ANKRD20A2,0.01,0.01,0.01,0.01,0.02
ANKRD20A3,0.01,0.01,0.01,0.01,0.02
ANKRD20A4,0.04,0.03,0.03,0.03,0.04
ANKRD22,0.00,0.00,0.00,0.00,0.02
ANKRD23,0.78,1.11,1.19,0.77,0.70
ANKRD24,0.01,0.02,0.03,0.01,0.01
ANKRD26,0.37,0.33,0.31,0.40,0.28
ANKRD27,0.83,0.58,0.58,0.84,1.38
ANKRD28,0.33,0.25,0.24,0.32,0.62
ANKRD29,0.01,0.01,0.00,0.01,0.00
ANKRD30A,0.01,0.01,0.00,0.01,0.00
ANKRD30B,0.00,0.00,0.00,0.00,0.00
ANKRD30BL,0.00,0.00,0.00,0.00,0.00
ANKRD31,0.00,0.00,0.00,0.01,0.00
ANKRD32,0.38,0.24,0.22,0.34,0.34
ANKRD33B,0.03,0.02,0.01,0.02,0.05
ANKRD34A,0.61,0.43,0.37,0.56,0.45
ANKRD34B,0.26,0.16,0.25,0.22,0.02
ANKRD35,0.00,0.00,0.00,0.00,0.16
ANKRD36,0.16,0.19,0.24,0.19,0.35
ANKRD36C,0.06,0.06,0.06,0.06,0.12
ANKRD37,0.95,0.86,0.71,1.23,0.57
ANKRD39,1.34,1.41,1.34,1.39,0.44
ANKRD40,7.18,5.77,5.45,7.09,2.92
ANKRD42,0.30,0.32,0.29,0.27,0.22
ANKRD44,0.02,0.02,0.01,0.03,0.08
ANKRD45,0.00,0.00,0.00,0.00,0.00
ANKRD46,0.79,0.56,0.52,0.79,1.16
ANKRD49,6.81,5.84,5.50,5.92,12.90
ANKRD50,2.32,2.30,1.03,2.04,0.68
ANKRD52,8.56,9.33,7.68,8.71,3.10
ANKRD53,0.03,0.03,0.05,0.03,0.01
ANKRD54,2.29,2.49,2.37,2.15,0.84
ANKRD55,0.07,0.08,0.09,0.07,0.20
ANKRD6,0.18,0.19,0.18,0.19,0.14
ANKRD65,0.07,0.13,0.18,0.11,0.05
ANKRD66,0.00,0.00,0.00,0.00,0.00
ANKRD7,0.00,0.00,0.00,0.00,0.00
ANKRD9,2.14,2.50,1.98,1.95,2.78
ANKS1A,0.30,0.29,0.27,0.29,0.20
ANKS1B,0.05,0.02,0.02,0.04,0.07
ANKS3,0.46,0.57,0.62,0.45,0.28
ANKS4B,0.00,0.00,0.00,0.00,0.00
ANKS6,0.84,0.93,1.08,0.72,1.05
ANKUB1,0.01,0.04,0.13,0.00,0.00
ANKZF1,6.11,6.93,7.25,7.01,8.40
ANLN,2.43,2.35,2.31,2.37,1.12
ANO1,0.00,0.00,0.00,0.00,0.00
ANO10,0.13,0.09,0.07,0.12,0.09
ANO2,0.00,0.00,0.00,0.00,0.00
ANO3,0.00,0.00,0.00,0.00,0.00
ANO4,0.07,0.08,0.09,0.06,0.00
ANO5,0.37,0.25,0.17,0.23,0.20
ANO6,0.35,0.27,0.26,0.35,0.49
ANO7,0.07,0.05,0.07,0.08,0.04
ANO8,1.46,2.34,2.47,1.47,1.30
ANO9,0.12,0.07,0.06,0.09,0.07
ANP32A,7.66,6.98,7.00,14.43,9.52
ANP32B,11.77,10.63,10.16,11.98,13.36
ANP32E,13.50,9.40,9.67,13.80,9.25
ANPEP,0.96,0.82,0.11,0.90,4.04
ANTXR1,0.33,0.36,0.30,0.33,0.00
ANTXR2,0.06,0.06,0.03,0.05,0.29
ANTXRL,0.00,0.00,0.00,0.00,0.00
ANXA1,26.53,21.20,3.23,21.31,0.46
ANXA10,0.00,0.00,0.00,0.00,0.00
ANXA11,1.91,1.90,1.69,1.78,2.18
ANXA13,0.00,0.00,0.00,0.00,0.00
ANXA2,8.64,8.02,10.14,9.24,0.74
ANXA2R,1.28,1.46,1.41,1.36,1.68
ANXA3,0.00,0.00,0.00,0.00,0.00
ANXA4,0.62,0.50,0.35,0.58,0.53
ANXA5,11.44,8.79,7.62,10.84,3.70
ANXA6,3.01,2.61,3.08,3.07,2.07
ANXA7,3.18,2.11,2.03,2.88,2.34
ANXA8,0.00,0.00,0.00,0.00,0.00
ANXA8L1,0.00,0.00,0.00,0.00,0.00
ANXA8L2,0.00,0.00,0.00,0.00,0.01
ANXA9,0.39,0.31,0.21,0.34,0.56
AOAH,0.00,0.00,0.00,0.00,0.00
AOC1,0.00,0.00,0.01,0.00,0.06
AOC2,0.43,0.60,0.56,0.51,0.18
AOC3,0.15,0.20,0.27,0.12,0.09
AOX1,0.00,0.00,0.00,0.00,0.00
AP000322.53,0.01,0.01,0.02,0.00,0.00
AP000350.4,24.78,35.98,43.31,30.42,21.56
AP000679.2,0.01,0.00,0.00,0.02,0.00
AP000695.1,0.30,1.04,1.29,0.70,0.50
AP000708.1,0.05,0.05,0.14,0.08,0.00
AP000721.4,8.94,8.00,8.39,9.11,7.30
AP000783.1,0.15,0.19,0.38,0.10,0.34
AP000867.1,0.01,0.00,0.00,0.01,0.00
AP000889.3,0.10,0.13,0.04,0.20,0.03
AP000974.1,0.02,0.03,0.03,0.03,0.04
AP001631.10,0.05,0.09,0.09,0.08,0.01
AP001816.1,1.13,1.30,1.94,1.21,0.56
AP001885.1,0.00,0.01,0.00,0.01,0.02
AP002884.2,0.04,0.01,0.02,0.00,0.00
AP003068.23,0.81,0.66,0.78,0.59,0.99
AP003733.1,0.27,0.20,0.14,0.30,0.05
AP003774.4,0.02,0.04,0.05,0.04,0.14
AP005482.1,0.79,0.61,0.70,0.74,1.12
AP006621.5,1.21,1.93,1.97,1.11,1.95
AP1AR,1.29,0.95,0.83,1.18,0.74
AP1B1,2.91,3.00,2.99,2.80,1.65
AP1G1,2.04,1.66,1.63,2.07,1.31
AP1G2,7.65,9.74,9.95,6.93,12.33
AP1M1,1.67,2.00,2.00,1.65,1.21
AP1M2,0.00,0.00,0.00,0.01,0.00
AP1S1,7.73,7.29,6.63,7.23,5.41
AP1S2,2.05,1.28,1.41,1.84,2.31
AP1S3,0.09,0.07,0.08,0.08,0.04
AP2A1,2.36,2.69,2.71,2.35,1.98
AP2A2,1.03,1.16,1.29,1.06,0.51
AP2B1,2.73,2.14,2.09,2.75,2.24
AP2M1,33.16,29.50,35.49,36.20,28.87
AP2S1,5.97,4.50,4.38,5.81,3.50
AP3B1,0.46,0.42,0.41,0.42,0.37
AP3B2,0.04,0.04,0.07,0.06,0.02
AP3D1,4.88,5.44,5.22,5.02,1.79
AP3M1,4.31,3.57,3.59,4.27,3.50
AP3M2,2.81,2.42,2.78,2.90,4.73
AP3S1,0.71,0.52,0.42,0.66,0.89
AP3S2,0.96,0.92,0.84,0.94,0.54
AP4B1,2.41,1.92,2.12,2.24,3.40
AP4E1,0.34,0.25,0.25,0.33,0.23
AP4M1,2.79,2.73,2.53,2.56,2.01
AP4S1,0.06,0.05,0.05,0.05,0.06
AP5B1,6.45,6.86,6.61,6.52,9.22
AP5M1,2.54,1.94,1.74,2.63,1.63
AP5S1,1.53,1.78,1.48,1.44,0.99
AP5Z1,1.66,2.52,2.16,1.58,1.79
APAF1,0.73,0.58,0.41,0.64,0.45
APBA1,0.18,0.19,0.22,0.22,0.00
APBA2,0.30,0.36,0.27,0.30,0.20
APBA3,1.12,1.32,1.56,1.01,1.08
APBB1,2.76,2.84,3.04,2.99,1.40
APBB1IP,0.00,0.00,0.00,0.00,0.21
APBB2,0.19,0.15,0.10,0.17,0.07
APBB3,0.00,0.00,0.01,0.00,0.00
APC,0.75,0.67,0.54,0.68,0.31
APC2,1.32,1.71,1.46,1.27,1.10
APCDD1,0.00,0.00,0.00,0.00,0.00
APCDD1L,0.00,0.00,0.00,0.00,0.00
APEH,19.52,16.41,15.11,19.14,14.29
APEX1,98.57,98.32,106.05,94.99,114.65
APEX2,13.33,14.03,13.22,11.79,7.47
APH1A,36.92,31.84,27.24,36.41,37.97
APH1B,0.46,0.37,0.36,0.86,1.27
API5,8.76,6.12,5.39,8.19,4.02
APIP,0.93,0.71,0.72,0.93,0.78
APITD1,1.80,1.43,1.26,1.58,1.00
APITD1-CORT,1.08,0.90,0.80,0.96,0.61
APLF,0.01,0.01,0.02,0.01,0.05
APLN,0.29,0.35,0.58,0.56,0.48
APLNR,0.00,0.01,0.00,0.00,0.00
APLP1,1.53,1.55,2.62,1.63,0.15
APLP2,6.52,5.78,5.33,6.53,3.18
APMAP,4.40,4.24,4.14,4.24,3.42
APOA1,0.03,0.01,0.02,0.01,0.13
APOA1BP,20.47,16.63,15.79,20.16,13.47
APOA2,0.09,0.15,0.19,0.17,0.01
APOA5,0.01,0.00,0.00,0.02,0.00
APOBEC1,0.00,0.00,0.00,0.00,0.00
APOBEC2,0.02,0.03,0.03,0.01,0.06
APOBEC3A,0.00,0.00,0.01,0.00,0.32
APOBEC3B,0.07,0.06,0.11,0.12,3.08
APOBEC3C,0.06,0.02,0.42,1.29,11.11
APOBEC3D,0.02,0.01,0.01,0.02,0.43
APOBEC3F,0.13,0.10,0.10,0.13,0.45
APOBEC3G,0.04,0.02,0.02,0.07,0.71
APOBEC3H,0.00,0.01,0.01,0.00,0.02
APOBEC4,0.00,0.00,0.00,0.00,0.00
APOBR,0.06,0.06,0.05,0.08,3.28
APOC1,0.86,0.78,1.68,1.58,0.40
APOC2,0.00,0.00,0.01,0.00,0.35
APOC4,0.00,0.00,0.02,0.00,0.17
APOC4-APOC2,0.00,0.00,0.02,0.00,0.17
APOD,0.00,0.00,0.00,0.00,0.00
APOE,0.21,0.22,6.00,0.80,0.46
APOF,0.12,0.05,0.03,0.12,0.01
APOH,0.00,0.00,0.00,0.00,0.00
APOL1,0.03,0.03,0.02,0.02,1.12
APOL2,1.93,1.83,1.06,1.77,2.04
APOL3,0.00,0.00,0.00,0.00,0.14
APOL4,0.01,0.01,0.00,0.00,0.55
APOL6,0.00,0.00,0.00,0.00,1.50
APOLD1,0.06,0.06,0.09,0.06,0.26
APOM,0.60,0.72,0.68,0.45,0.51
APOO,3.14,1.91,1.95,3.07,5.48
APOOL,0.22,0.16,0.15,0.21,0.13
APOPT1,0.51,0.44,0.47,0.50,0.38
APP,1.75,1.44,1.51,1.85,1.35
APPBP2,0.61,0.46,0.38,0.58,0.45
APPL1,2.00,1.41,1.19,1.89,1.72
APPL2,0.94,0.77,0.55,0.87,0.41
APRT,35.64,43.43,46.94,34.63,20.49
APTX,2.02,1.51,1.42,1.88,1.18
AQP1,0.00,0.01,0.01,0.00,0.00
AQP10,0.00,0.00,0.00,0.00,0.01
AQP11,0.14,0.14,0.16,0.13,0.23
AQP2,0.00,0.00,0.00,0.00,0.02
AQP3,1.33,1.25,1.10,1.34,0.71
AQP4,0.00,0.00,0.00,0.00,0.00
AQP5,0.02,0.03,0.00,0.03,0.00
AQP6,0.10,0.10,0.07,0.06,0.04
AQP7,0.00,0.00,0.00,0.00,0.00
AQP8,0.00,0.00,0.00,0.00,0.00
AQP9,0.00,0.00,0.00,0.00,0.17
AQPEP,0.00,0.00,0.00,0.00,0.00
AQR,1.04,0.90,0.87,1.10,1.11
AR,0.65,0.67,0.48,0.50,0.57
ARAF,9.00,11.57,11.88,8.94,10.98
ARAP1,2.29,2.70,1.86,2.23,1.84
ARAP2,0.00,0.00,0.03,0.00,0.07
ARAP3,0.46,0.38,0.69,0.45,0.18
ARC,0.33,0.39,0.64,0.20,0.41
ARCN1,10.79,8.46,8.56,10.51,5.35
AREG,0.03,0.01,0.00,0.01,0.00
AREGB,0.02,0.01,0.00,0.00,0.00
AREL1,1.68,1.46,1.23,1.70,1.24
ARF1,29.62,25.90,26.00,28.53,20.01
ARF3,10.91,8.93,9.25,10.79,9.30
ARF4,8.19,5.86,6.09,8.13,3.70
ARF5,29.71,35.25,37.05,30.55,23.52
ARF6,30.34,28.17,25.07,30.03,30.02
ARFGAP1,4.76,5.84,6.61,4.47,2.93
ARFGAP2,5.76,6.48,6.05,5.75,6.87
ARFGAP3,0.44,0.37,0.37,0.45,0.69
ARFGEF1,0.52,0.38,0.40,0.56,1.21
ARFIP1,0.29,0.20,0.18,0.25,0.13
ARFIP2,12.81,13.10,13.23,11.76,8.31
ARFRP1,3.46,4.34,4.95,3.14,2.34
ARG1,0.01,0.02,0.02,0.02,0.03
ARG2,3.84,2.63,2.12,3.80,1.83
ARGFX,0.03,0.01,0.00,0.03,0.00
ARGLU1,5.92,5.86,6.72,5.20,13.33
